StrongNumber,Lemma,SenseNumber,English,Chinese,Instances,Category,BDAG agreement,LN agreement,Definition,Explanations
"2402","ἱδρώς",1,"sweat",,"420220440100010",1,0,0,,
"3991","πέμπτος",1,"fifth",,"660090010030010 660210200020010 660160100030010 660060090050010",3,0,0,,
"1133","γυναικάριον",1,"idle woman",,"550030060120010",1,0,0,,
"4440","πυλών",1,"gate",,"660210130180010 660210120120010 660210210110010 660210130030010 420160200090010 440100170310010 660210130080010 660210250030010 440120140130010 660210150160010 660210120070010 660220140190010 440140130160010 660210210040010 660210130130010 440120130070010 440120140220010 400260710050010",1,0,0,,
"1235","διαγρηγορέω",1,"fully awake",,"420090320110010",2,0,0,,
"0857","ἀφειδία",1,"severe treatment",,"510020230120010",1,0,0,,
"1405","δράσσομαι",1,"catch",,"460030190150010",2,0,0,,
"0420","ἀνεξίκακος",1,"patient",,"550020240130010",3,0,0,,
"2600","κατάβασις",1,"descent",,"420190370070010",1,0,0,,
"0836","αὐλός",1,"flute",,"460140070070010",1,0,0,,
"5145","τριακόσιοι",1,"three hundred",,"430120050080010 410140050090010",3,0,0,,
"5381","φιλοξενία",1,"hospitality",,"580130020020010 450120130070010",1,0,0,,
"1504","εἰκών",1,"image",,"660140090180010 470030180120010 510030100100010 660130150070010 460110070090010 660130150250010 450080290080010 660200040350010 660140110240010 660130140250010 460150490110010 510010150030010 660160020320010 470040040270010 660130150140010 660150020170010 660190200290010 450010230100010 460150490050010 400220200060010 410120160090010 420200240060010 580100010120010",1,0,0,,
"0149","αἰσχρός",2,"disgraceful",,"460140350120010",3,0,0,,
"0149","αἰσχρός",1,"disgraceful",,"490050120070010 460110060100010",3,0,0,,
"4143","πλοῖον",2,"ship",,"590030040040010 440270370080010 440270060050010 660080090180010 440270440150010 440270220160010 440270150040010 440270020030010 440270380060010 660180190270010 440270100170010 440270300080010 440270170070010 440270390220010 440280110070010 440200130060010 440270310150010 440210060070010 440210020030010 440210030190010 440270190080010 440200380200010",1,0,0,,
"4143","πλοῖον",1,"boat",,"410040360110010 400140130080010 430060170040010 410010190180010 410040360140010 410060540060010 410050180060010 420080220110010 400140330050010 410010200130010 410040370120010 410050210070010 410050020060010 420050020040010 420050070190010 420050030060010 400130020100010 410060320050010 420050070080010 400090010040010 400140320060010 410080140160010 410060510070010 430210030190010 410040370170010 430210060110010 420050110040010 420080370220010 400140290090010 430060190190010 430060210120010 400080240110010 400140240030010 400080230060010 400040210190010 420050030210010 400040220060010 400140220090010 410060470060010 430060220310010 410040010170010 400150390080010 410060450100010 410080100060010 430060210070010",1,0,0,,
"0355","ἀναλόω",1,"consume",,"420090540180010 480050150110010",2,0,0,,
"1644","ἐλαφρία",1,,,"470010170070010",1,0,0,,
"4024","περιζώννυμι",3,"ready",,"420120350050010",2,0,0,,
"4024","περιζώννυμι",2,"get ready",,"420170080090010 420120370150010",2,0,0,,
"4024","περιζώννυμι",1,"gird",,"660150060190010 660010130120010 490060140030010",2,0,0,,
"4344","προσκεφάλαιον",1,"cushion",,"410040380090010",1,0,0,,
"3981","πειθός",1,"persuasive",,"460020040110010",3,0,0,,
"2293","θαρσέω",1,"take courage",,"430160330150010 410100490140010 400090220090010 400090020190010 410060500160010 400140270080010 440230110100010",2,0,0,,
"2671","κατάρα",1,"curse",,"580060080080010 480030130120010 590030100080010 480030130060010 480030100080010 610020140150010",1,0,0,,
"4120","πλέκω",2,"twist",,"410150170080010",2,0,0,,
"4120","πλέκω",1,"twist together",,"400270290020010 430190020040010",2,0,0,,
"0670","ἀποφορτίζομαι",1,"unload",,"440210030210010",2,0,0,,
"3464","μύρον",1,"perfume",,"410140050050010 430120030310010 410140030180010 430120030060010 430120050050010 400260070060010 400260120050010 420070460090010 420070370210010 420070380310010 410140040130010 660180130080010 430110020080010 420230560060010",1,0,0,,
"1349","δίκη",2,"justice",,"440280040280010",1,0,0,,
"1349","δίκη",1,"penalty",,"530010090020010 650010070240010",1,0,0,,
"0179","ἀκατάλυτος",1,"indestructible",,"580070160120010",3,0,0,,
"2253","ἡμιθανής",1,"half dead",,"420100300240010",3,0,0,,
"1608","ἐκπορνεύω",1,"indulge in gross immorality",,"650010070140010",2,0,0,,
"3614","οἰκία",2,"household",,"550030060090010 400130570220010 410060040250010 430040530250010 460160150070010 500040220120010",1,0,0,,
"3614","οἰκία",1,"house",,"400260060080010 420040380090010 410140030080010 400080140070010 440100060090010 410030250030010 420100070230010 440180070160010 400070270160010 420150250150010 420090040050010 410130340060010 420220100210010 410130350100010 410130150140010 420150080170010 420170310160010 400100140150010 400090280050010 440160320130010 400090100070010 420060490110010 440170050200010 400120290250010 420080510050010 420100050060010 420050290090010 410120400040010 420070370160010 410070240120010 420100070050010 410100300100010 400120290080010 400170250070010 410100290110010 400090230070010 400130360080010 550020200040010 410100100040010 420080270230010 440120120060010 400070240190010 440100320140010 440040340130010 420100070250010 430140020030010 440100170250010 440090170080010 420060480050010 410090330080010 420200470040010 460110220030010 410030250100010 420060480230010 430120030250010 420070440170010 400070250160010 420060490290010 430110310100010 400020110050010 400240430220010 420180290130010 400050150200010 400120250180010 410060100080010 420220110060010 400240170110010 440090110170010 400070260200010 420070060150010 410030270070010 410020150070010 400130010090010 440180070060010 410030270240010 440110110090010 410010290100010 470050010080010 470050010160010 540050130080010 400190290050010 400100130060010 400100120050010 630010100160010 400080060100010 430080350080010",1,0,0,,
"2807","κλείς",1,"key",,"400160190040010 420110520080010 660010180190010 660090010200010 660030070180010 660200010100010",1,0,0,,
"0175","ἄκαρπος",2,"without fruit",,"650010120200010",3,0,0,,
"0175","ἄκαρπος",1,"unfruitful",,"410040190220010 400130220270010 610010080100010 560030140160010 460140140130010 490050110070010",3,0,0,,
"5295","ὑποτρέχω",1,"have run to one side",,"440270160040010",2,0,0,,
"1330","διέρχομαι",13,"pierce",,"420020350070010",2,0,0,,
"1330","διέρχομαι",12,"continue journey",,"440130140030010",2,0,0,,
"1330","διέρχομαι",11,"spread",,"450050120260010 420050150010010",2,0,0,,
"1330","διέρχομαι",10,"go over",,"410040350100010 420080220200010",2,0,0,,
"1330","διέρχομαι",9,"go",,"400190240110010 410100250090010",2,0,0,,
"1330","διέρχομαι",8,"go through",,"460160050100010 440130060010010 460160050070010",2,0,0,,
"1330","διέρχομαι",7,"go about",,"440080040050010 440200250160010 440100380150010",2,0,0,,
"1330","διέρχομαι",6,"come",,"440110190120010 440090380230010 430040150160010",2,0,0,,
"1330","διέρχομαι",5,"travel",,"420090060030010 440090320040010 430040040040010 440110220190010",2,0,0,,
"1330","διέρχομαι",4,"go",,"440180270040010 420110240090010 400120430100010 420020150170010",2,0,0,,
"1330","διέρχομαι",3,"pass",,"420170110100010 440120100010010 420040300030010 460100010210010 470010160040010",2,0,0,,
"1330","διέρχομαι",2,"pass through",,"440150410010010 440160060010010 440180230060010 440190010110010 440080400070010 420190040150010",2,0,0,,
"1330","διέρχομαι",1,"pass through",,"440140240020010 580040140050010 440190210110010 440170230010010 420190010030010 440150030080010 440200020010010",2,0,0,,
"2793","κινδυνεύω",2,"danger",,"440190270050010",2,0,0,,
"2793","κινδυνεύω",1,"in danger",,"420080230150010 460150300040010 440190400030010",2,0,0,,
"1837","ἐξηχέω",1,"sound forth",,"520010080040010",2,0,0,,
"2121","εὔκαιρος",2,"strategic",,"410060210040010",3,0,0,,
"2121","εὔκαιρος",1,"proper time",,"580040160160010",3,0,0,,
"3576","νωθρός",2,"hard",,"580050110110010",3,0,0,,
"3576","νωθρός",1,"lazy",,"580060120030010",3,0,0,,
"0304","ἀναβαθμός",1,"step",,"440210350060010 440210400090010",1,0,0,,
"0011","Ἀβραάμ",1,"abraham",,"430080370040010",1,0,0,,
"0584","ἀποδείκνυμι",4,"prove",,"440250070190010",2,0,0,,
"0584","ἀποδείκνυμι",3,"show forth",,"460040090090010",2,0,0,,
"0584","ἀποδείκνυμι",2,"attest",,"440020220110010",2,0,0,,
"0584","ἀποδείκνυμι",1,"present",,"530020040190010",2,0,0,,
"0650","ἀποστερέω",3,"withhold",,"590050040120010",2,0,0,,
"0650","ἀποστερέω",2,"deprive",,"460070050020010 540060050070010",2,0,0,,
"0650","ἀποστερέω",1,"defraud",,"460060080050010 460060070220010 410100190130010",2,0,0,,
"5058","τελώνιον",1,"tax office",,"410020140110010 420050270130010 400090090110010",1,0,0,,
"4662","σκωληκόβρωτος",1,"infect with worm",,"440120230170010",3,0,0,,
"2699","κατατομή",1,"false circumcision",,"500030020100010",1,0,0,,
"4639","σκιά",2,"shade",,"410040320190010",1,0,0,,
"4639","σκιά",1,"shadow",,"510020170030010 580080050040010 440050150200010 580100010010010 420010790060010 400040160160010",1,0,0,,
"1052","Γαλάτης",1,"galatians",,"480030010030010",1,0,0,,
"1704","ἐμπεριπατέω",1,"walk among",,"470060160230010",2,0,0,,
"1790","ἔντρομος",1,"tremble",,"440070320140010 580120210120010 440160290060010",3,0,0,,
"2760","κεντυρίων",1,"centurion",,"410150450050010 410150440110010 410150390040010",1,0,0,,
"1294","διαστρέφω",5,"turn away",,"440130080140010",2,0,0,,
"1294","διαστρέφω",4,"make crook",,"440130100160010",2,0,0,,
"1294","διαστρέφω",3,"mislead",,"420230020080010",2,0,0,,
"1294","διαστρέφω",2,"rebellious",,"420090410100010 400170170100010",2,0,0,,
"1294","διαστρέφω",1,"have be pervert",,"500020150130010 440200300080010",2,0,0,,
"4278","προενάρχομαι",1,"begin",,"470080100190010 470080060080010",2,0,0,,
"0398","ἀναφαίνω",2,"appear",,"420190110240010",2,0,0,,
"0398","ἀναφαίνω",1,"come in sight of",,"440210030010010",2,0,0,,
"4307","πρόνοια",2,"forethought",,"450130140100010",1,0,0,,
"4307","πρόνοια",1,"foresight",,"440240020230010",1,0,0,,
"4808","συκῆ",1,"fig tree",,"590030120050010 400210210200010 400210200110010 410110210100010 430010500140010 420130060060010 420130070160010 400210190350010 430010480200010 400210190030010 400240320040010 410130280040010 420210290070010 410110200060010 660060130110010",1,0,0,,
"5623","ὠφελέω",5,"help",,"430060630090010",2,0,0,,
"5623","ὠφελέω",4,"accomplish",,"400270240070010",2,0,0,,
"5623","ὠφελέω",3,"gain",,"430120190100010 460130030200010",2,0,0,,
"5623","ὠφελέω",2,"help",,"410050260150010 400150050170010 410070110200010",2,0,0,,
"5623","ὠφελέω",1,"benefit",,"450020250040010 480050020120010 420090250030010 410080360030010 400160260030010 580040020090010 460140060120010 580130090180010",2,0,0,,
"1453","ἐγείρω",7,"awaken",,"450130110120010",2,0,0,,
"1453","ἐγείρω",6,"rise",,"550020080040010",2,0,0,,
"1453","ἐγείρω",5,"wake up",,"400080250030010 410040380120010",2,0,0,,
"1453","ἐγείρω",4,"arise",,"430070520210010 400240240010010 400240110040010 400110110050010",2,0,0,,
"1453","ἐγείρω",3,"raise up",,"440100260040010 420010690020010 440130220040010 400030090220010 440100400040010 420030080280010 440030070070010 590050150100010 420210100040010 410130220010010 400240070010010 500010170120010 420070160130010 400120110260010 440120070180010",2,0,0,,
"1453","ἐγείρω",2,"get up",,"410140420010010 420050240210010 420050230120010 410020120020010 400080260090010 430140310180010 410050410180010 400080150120010 420130250040010 400170070090010 430110290050010 400020130130010 400090060200010 400090070020010 400090050120010 400260460010010 400020200020010 410020090130010 410020110030010 420060080160010 430130040010010 420110080190010 400020140030010 400020210030010 440090080010010 400090250120010 440030060230010 420080540110010 420070140150010 410100490150010 400010240010010 490050140090010 400250070020010 660110010080010 430050080050010 410040270040010 400090190020010 410030030100010",2,0,0,,
"1453","ἐγείρω",1,"raise",,"420070220220010 420090220250010 400110050130010 460150430040010 520010100100010 430120010160010 460150320140010 460150160050010 470010090210010 460150170050010 430120090260010 460150350050010 400270520110010 460150290130010 460150140050010 460150420100010 460150520150010 460150120080010 420200370030010 430120170170010 450100090200010 460150200040010 440040100240010 460150440040010 460150040060010 430020220030010 460150160080010 460150150230010 440030150100010 450060040120010 470040140120010 460150430100010 430050210050010 400100080040010 440260080100010 450040250080010 460150130090010 410120260060010 410060140180010 400270640210010 400170090240010 420240340040010 410060160110010 420090070180010 400280070090010 600010210080010 450080110060010 480010010170010 490010200060010 450040240120010 510020120180010 470040140040010 450080110150010 400160210320010 450060090040010 450080340100010 430210140080010 450070040220010 440130300040010 580110190060010 410090270080010 410140280040010 400260320040010 420110310030010 400120420030010 410130080010010 430020200180010 410010310030010 430020190140010 440050300060010 460150150130010 400170230080010 440130370050010 460150150180010 400140020120010 400270630140010 460060140070010 420240060050010 400280060040010 410160060130010 400200190170010 410160140190010 470050150170010",2,0,0,,
"4396","προφήτης",1,"prophet",,"580010010120010 400110130040010 420110500070010 420010700090010 440030250060010 430070400140010 440020160080010 660100070250010 400100410080010 580110320220010 420070390150010 410110320150010 420070260050010 440020300010010 420240270090010 490030050180010 400230310100010 440070480100010 420010760050010 400070120230010 560010120070010 400210460100010 460140320040010 410080280180010 430070520190010 400020170080010 590050100100010 400270090080010 610030020080010 420040240080010 430060140140010 410010020070010 400230370060010 420090080100010 420240440290010 420160310080010 400110090110010 430040440060010 420100240060010 400230340080010 420030040080010 440070520030010 420240190170010 440070420180010 430080530130010 400040140080010 440110270090010 660220090140010 660180200130010 430060450050010 450010020050010 400080170080010 400210040100010 420240250190010 400050170100010 400130350070010 400220400120010 410060040090010 400130170070010 440070370100010 430040190080010 420070160110010 430010230160010 420040270110010 440130270160010 430010210140010 420110470080010 420160160050010 660110180240010 440100430040010 440150320070010 440030230100010 400020150160010 400020230140010 660160060050010 450110030030010 400120390230010 420130340060010 460140320030010 400100410030010 420130330140010 400160140180010 440030220050010 660110100200010 440260270050010 440130200140010 400230290120010 440260220240010 430090170200010 600010100070010 430010450160010 400120170080010 660220060180010 490020200080010 440130010090010 430010250200010 400030030090010 450030210140010 460120290060010 400130570120010 410060150150010 440080300100010 410060150110010 420160290080010 440030180100010 400140050100010 440130400090010 420200060150010 420110490120010 440130150090010 400050120160010 400240150130010 440240140270010 440080340130010 400100410060010 440030240050010 460140290010010 610020160150010 400110090050010 460140370040010 420130280200010 400210110080010 520020150090010 460120280130010 420070260110010 440280250220010 430120380060010 430080520150010 440080280130010 420090190140010 490040110090010 440030210210010 440210100100010 400210260120010 400230300200010 440150150070010 420060230230010 660180240050010 400010220130010 420040170060010 440280230320010 420180310190010 400020050140010 400260560100010",1,0,0,,
"3786","ὄφελος",1,"good",,"590020140030010 590020160230010 460150320100010",1,0,0,,
"5156","τρόμος",1,"tremble",,"460020030090010 490060050110010 470070150180010 500020120250010 410160080100010",1,0,0,,
"5115","τόξον",1,"bow",,"660060020130010",1,0,0,,
"0938","βασίλισσα",1,"queen",,"660180070200010 440080270110010 400120420010010 420110310010010",1,0,0,,
"4313","προπορεύομαι",2,"go before",,"440070400080010",2,0,0,,
"4313","προπορεύομαι",1,"go",,"420010760080010",2,0,0,,
"5384","φίλος",1,"friend",,"420110050180010 420140100180010 420150090050010",1,0,0,,
"5146","τρίβολος",1,"thistle",,"400070160140010 580060080050010",1,0,0,,
"2091","ἑτοιμασία",1,"preparation",,"490060150060010",1,0,0,,
"1305","διατροφή",1,"food",,"540060080030010",1,0,0,,
"5386","φιλόσοφος",1,"philosopher",,"440170180080010",1,0,0,,
"0929","βασανισμός",1,"torment",,"660090050180010 660180100080010 660180070090010 660180150150010 660090050150010 660140110050010",1,0,0,,
"3126","μαμωνᾶς",1,"wealth",,"420160110060010 420160130280010 420160090100010 400060240270010",1,0,0,,
"2749","κεῖμαι",7,"store up",,"420120190100010",2,0,0,,
"2749","κεῖμαι",6,"appoint",,"520030030140010",2,0,0,,
"2749","κεῖμαι",5,,,"540010090070010",2,0,0,,
"2749","κεῖμαι",4,"set",,"660040020080010 430190290020010",2,0,0,,
"2749","κεῖμαι",3,"appoint",,"420020340140010 500010160110010",2,0,0,,
"2749","κεῖμαι",2,"lay",,"400030100100010 460030110090010 420030090110010",2,0,0,,
"2749","κεῖμαι",1,"lie",,"620050190140010 430200120180010 420020120100010 420020160150010 430200070140010 430200050040010 430200060170010 400280060130010 470030150130010 430020060120010 400050140130010 420230530170010 430210090090010 660210160050010",2,0,0,,
"0500","ἀντίχριστος",1,"antichrist",,"620020180090010 620020220180010 620040030190010 630010070220010 620020180130010",1,0,0,,
"1353","διοδεύω",2,"travel through",,"440170010010010",2,0,0,,
"1353","διοδεύω",1,"go around",,"420080010080010",2,0,0,,
"1319","διδασκαλία",2,"teaching",,"400150090060010 410070070060010 540040010180010 510020220120010",1,0,0,,
"1319","διδασκαλία",1,"teach",,"540060030190010 540060010210010 560020100100010 540040060180010 490040140110010 560020010080010 560020070100010 560010090150010 450120070110010 540040160050010 550030100060010 540040130090010 540050170140010 550030160070010 540010100120010 550040030070010 450150040070010",1,0,0,,
"0146","αἰσχροκερδής",1,"fond of sordid gain",,"560010070190010 540030080110010",3,0,0,,
"1902","ἐπενδύομαι",2,"clothe",,"470050040160010",2,0,0,,
"1902","ἐπενδύομαι",1,"with clothe",,"470050020120010",2,0,0,,
"0926","βαρύς",6,"weightier",,"400230230200010",3,0,0,,
"0926","βαρύς",5,"serious",,"440250070130010",3,0,0,,
"0926","βαρύς",4,"savage",,"440200290100010",3,0,0,,
"0926","βαρύς",3,"heavy",,"400230040040010",3,0,0,,
"0926","βαρύς",2,"burdensome",,"620050030170010",3,0,0,,
"0926","βαρύς",1,"weighty",,"470100100060010",3,0,0,,
"0851","ἀφαιρέω",2,"cut off",,"400260510200010 410140470150010 420220500120010",2,0,0,,
"0851","ἀφαιρέω",1,"take away",,"450110270090010 660220190040010 420010250100010 420160030130010 580100040070010 420100420130010 660220190130010",2,0,0,,
"3665","ὁμοιότης",2,,,"580040150160010",1,0,0,,
"3665","ὁμοιότης",1,"likeness",,"580070150090010",1,0,0,,
"4882","συναποστέλλω",1,"send with",,"470120180040010",2,0,0,,
"0741","ἀρτύω",2,"season",,"510040060080010",2,0,0,,
"0741","ἀρτύω",1,"season",,"420140340130010 410090500130010",2,0,0,,
"2101","εὐάρεστος",1,"well please",,"490050100040010 470050090080010 580130210160010 500040180170010 510030200100010 450120010170010 450120020250010 560020090070010 450140180080010",3,0,0,,
"0521","ἀπαίδευτος",1,"ignorant",,"550020230050010",3,0,0,,
"4758","στρατολογέω",1,"enlist as a soldier",,"550020040100010",2,0,0,,
"2151","εὐσεβέω",2,"worship",,"440170230190010",2,0,0,,
"2151","εὐσεβέω",1,"show piety",,"540050040140010",2,0,0,,
"5091","τιμάω",3,,,"400270090180010",2,0,0,,
"5091","τιμάω",2,"price set",,"400270090200010",2,0,0,,
"5091","τιμάω",1,"honor",,"430050230160010 400150040050010 600020170110010 430050230030010 430080490080010 600020170020010 430050230120010 400190190010010 400150080070010 430120260220010 410070100040010 420180200120010 490060020010010 410100190140010 430050230070010 410070060210010 440280100050010 540050030020010 400150060030010",2,0,0,,
"2133","εὔνοια",1,"good",,"490060070020010",1,0,0,,
"0879","ἀφυπνόω",1,"fall asleep",,"420080230040010",2,0,0,,
"0079","ἀδελφή",1,"sister",,"410030320190010 410100290150010 430110390100010 430110280090010 630010130060010 440230160060010 590020150040010 540050020060010 460070150130010 410060030230010 420140260260010 420100400170010 410100300140010 400120500170010 400130560030010 410030350130010 430190250130010 450160010060010 400190290090010 430110050090010 450160150080010 420100390040010 430110010150010 570010020040010 430110030040010 460090050050010",1,0,0,,
"2694","κατασύρω",1,"drag",,"420120580190010",2,0,0,,
"2002","ἐπισωρεύω",1,"accumulate",,"550040030160010",2,0,0,,
"3629","οἰκτίρμων",1,"merciful",,"420060360020010 420060360080010 590050110200010",3,0,0,,
"0056","ἀγνωσία",1,"ignorance",,"460150340060010 600020150140010",1,0,0,,
"2114","εὐθυμέω",2,"cheerful",,"590050130060010",2,0,0,,
"2114","εὐθυμέω",1,"take courage",,"440270250020010 440270220060010",2,0,0,,
"4749","στολή",2,"long robe",,"420200460090010 410120380140010",1,0,0,,
"4749","στολή",1,"robe",,"660070140230010 420150220110010 660060110050010 660070130130010 660220140050010 410160050130010 660070090310010",1,0,0,,
"5473","χαλκίον",1,"copper pot",,"410070040210010",1,0,0,,
"2507","καθαιρέω",5,"come to the verge of ruin",,"440190270260010",2,0,0,,
"2507","καθαιρέω",4,"bring down",,"420010520010010",2,0,0,,
"2507","καθαιρέω",3,"tear down",,"420120180050010",2,0,0,,
"2507","καθαιρέω",2,"destroy",,"440130190020010 470100040170010",2,0,0,,
"2507","καθαιρέω",1,"take down",,"420230530020010 410150460040010 440130290090010 410150360180010",2,0,0,,
"1186","δένδρον",1,"tree",,"400120330140010 650010120180010 400070180030010 420130190170010 400070190020010 400030100090010 400070170110010 400070180090010 420060430110010 400210080180010 400030100130010 660070030110010 420060440030010 410080240090010 400070170030010 660070010330010 400120330040010 400130320170010 420030090100010 420060430040010 660080070280010 400120330260010 660090040160010 420030090140010 420210290110010",1,0,0,,
"5338","φέγγος",1,"light",,"410130240190010 400240290180010",1,0,0,,
"2282","θάλπω",1,"cherish",,"520020070170010 490050290110010",2,0,0,,
"5413","φορτίον",2,"cargo",,"440270100140010",1,0,0,,
"5413","φορτίον",1,"load",,"400230040030010 400110300080010 420110460240010 420110460130010 480060050050010",1,0,0,,
"4245","πρεσβύτερος",2,"old",,"430080090110010 420150250070010 440020170350010 540050010010010 540050020010010",3,0,0,,
"4245","πρεσβύτερος",1,"elder",,"590050140070010 540050170040010 400150020100010 440210180150010 400160210210010 440110300070010 410080310170010 600050050040010 400280120050010 420200010240010 400270410100010 660070130060010 420090220140010 400270030170010 410140430270010 660070110110010 440040050120010 410140530150010 440240010100010 440230140070010 660040040140010 400210230140010 400260030070010 410110270220010 440140230060010 440250150120010 400260570160010 660040100050010 400270010110010 660190040040010 440150020290010 440160040170010 410150010100010 440040080130010 560010050150010 660050110160010 440040230160010 400270120100010 400270200060010 660140030160010 410070050200010 660110160050010 660050080130010 660050060150010 420070030090010 540050190020010 410070030200010 440200170100010 420220520150010 400260470240010 630010010020010 440150220070010 640010010020010 660050050050010 440150230090010 440060120070010 660050140090010 600050010010010 440150060070010 440150040140010 580110020060010",3,0,0,,
"0557","ἀπελεγμός",1,"disrepute",,"440190270100010",1,0,0,,
"4240","πραΰτης",1,"gentleness",,"590030130160010 600030160030010 590010210090010",1,0,0,,
"1258","διάλεκτος",1,"language",,"440020080080010 440020060170010 440010190150010 440210400220010 440220020060010 440260140150010",1,0,0,,
"4085","πιέζω",1,"press down",,"420060380070010",2,0,0,,
"2276","ἥσσων",2,"little",,"470120150150010",3,0,0,,
"2276","ἥσσων",1,"bad",,"460110170140010",3,0,0,,
"4311","προπέμπω",5,"for my journey assist",,"450150240150010",2,0,0,,
"4311","προπέμπω",4,"on journey give a start",,"470010160170010",2,0,0,,
"4311","προπέμπω",3,"send forth",,"560030130070010",2,0,0,,
"4311","προπέμπω",2,"accompany",,"440210050100010 440200380150010",2,0,0,,
"4311","προπέμπω",1,"send on way",,"460160060120010 460160110060010 640010060110010 440150030040010",2,0,0,,
"5279","ὑπομιμνῄσκω",1,"remind",,"430140260210010 560030010010010 610010120050010 650010050010010 550020140020010 640010100050010 420220610090010",2,0,0,,
"3321","μεσουράνημα",1,"midheaven",,"660140060070010 660190170210010 660080130090010",1,0,0,,
"5187","τυφόω",1,"conceit",,"540030060050010 550030040030010 540060040010010",2,0,0,,
"5461","φωτίζω",4,"illumined",,"660180010160010 660210230200010",2,0,0,,
"5461","φωτίζω",3,"shine",,"660220050190010 420110360220010",2,0,0,,
"5461","φωτίζω",2,"bring to light",,"460040050140010 550010100160010 490030090020010",2,0,0,,
"5461","φωτίζω",1,"enlighten",,"490010180010010 580060040050010 580100320080010 430010090070010",2,0,0,,
"2722","κατέχω",9,"occupy",,"420140090210010",2,0,0,,
"2722","κατέχω",8,"head",,"440270400210010",2,0,0,,
"2722","κατέχω",7,"suppress",,"450010180180010",2,0,0,,
"2722","κατέχω",6,"keep hold",,"580030060210010",2,0,0,,
"2722","κατέχω",5,"restrain",,"530020070100010 530020060040010",2,0,0,,
"2722","κατέχω",4,"possess",,"470060100160010 460070300180010",2,0,0,,
"2722","κατέχω",3,"hold fast",,"420080150180010 520050210060010",2,0,0,,
"2722","κατέχω",2,"keep",,"460110020140010 570010130060010 420040420190010",2,0,0,,
"2722","κατέχω",1,"hold",,"450070060100010 580030140140010 460150020100010 580100230010010",2,0,0,,
"4376","προσφορά",2,"offering",,"580100080060010 440240170130010",1,0,0,,
"4376","προσφορά",1,"offer",,"440210260320010 580100050090010 580100140030010 450150160190010 490050020160010 580100100080010 580100180060010",1,0,0,,
"5541","χρηστεύομαι",1,"kind",,"460130040040010",2,0,0,,
"1492","οἶδα",2,"a knowledge have",,"440240220070010",2,0,0,,
