StrongNumber,Lemma,SenseNumber,English,Chinese,Instances,Category,BDAG agreement,LN agreement,Definition,Explanations
"5087","τίθημι",2,"put",,"400120180160010 450140130110010 470030130050010 440050180090010 440050250110010 440040030070010 410120360200010 460150250070010 400220440120010 440120040040010 420110330060010 440130290130010 660110090250010 420080160110010 400050150050010 410040210220010 410040210120010 430190190080010 420080160150010 540010120150010 450090330040010",2,0,0,,
"5087","τίθημι",1,"lay",,"440040370090010 440050020190010 460030100130010 420060480110010 410060560160010 420140290030010 410100160050010 660100020100010 430110340040010 430200130190010 430200020300010 430200150250010 410150460100010 420230530070010 410060290130010 430190410200010 400270600020010 430190420130010 440070160060010 410150470120010 420230550170010 410160060210010 440050150100010 440040350020010 660010170130010",2,0,0,,
"5253","ὑπερῷον",1,"upper room",,"440090390110010 440200080070010 440090370150010 440010130060010",1,0,0,,
"2097","εὐαγγελίζω",8,"gospel preach",,"600040060060010",2,0,0,,
"2097","εὐαγγελίζω",7,"preach the good news",,"440080250190010",2,0,0,,
"2097","εὐαγγελίζω",6,"good news preach",,"580040020040010 580040060110010",2,0,0,,
"2097","εὐαγγελίζω",5,"preach gospel",,"480010090100010 480010080090010",2,0,0,,
"2097","εὐαγγελίζω",4,"the gospel preach",,"420070220240010 400110050160010 470100160050010",2,0,0,,
"2097","εὐαγγελίζω",3,"bring good news",,"420020100100010 450100150140010 420010190210010 520030060100010",2,0,0,,
"2097","εὐαγγελίζω",2,"preach the gospel",,"420200010150010 420090060070010 440080400080010 440140070020010 420030180070010 440160100170010 450150200040010 480040130080010 600010120160010 460090160180010 460090160030010 420040180090010 460010170080010 460090180080010 450010150110010 440140150130010 440140210010010",2,0,0,,
"2097","εὐαγγελίζω",1,"preach",,"660100070200010 470110070150010 490020170030010 440050420140010 440100360080010 440110200190010 440130320040010 480010080130010 480010230110010 660140060110010 490030080120010 460150010080010 440150350100010 460150020070010 440170180340010 420040430110010 440080350140010 440080040060010 420160160140010 480010110080010 480010160080010 600010250150010 440080120060010 420080010150010",2,0,0,,
"0660","ἀποτινάσσω",1,"shake off",,"420090050180010 440280050040010",2,0,0,,
"1410","δύναμαι",15,,,"430130370090010",2,0,0,,
"1410","δύναμαι",14,,,"430160120080010",2,0,0,,
"1410","δύναμαι",13,,,"430030270060010",2,0,0,,
"1410","δύναμαι",12,,,"410040320160010",2,0,0,,
"1410","δύναμαι",11,,,"400160030230010",2,0,0,,
"1410","δύναμαι",10,,,"460100210020010",2,0,0,,
"1410","δύναμαι",9,"do",,"410090220170010",2,0,0,,
"1410","δύναμαι",8,,,"420010220040010",2,0,0,,
"1410","δύναμαι",7,"enable",,"500030210180010",2,0,0,,
"1410","δύναμαι",6,,,"440270120160010 440270390190010",2,0,0,,
"1410","δύναμαι",5,"able",,"660130170050010 440050390070010 450080070180010",2,0,0,,
"1410","δύναμαι",4,,,"660020020150010 430010460070010 410060190120010",2,0,0,,
"1410","δύναμαι",3,,,"400260610040010 400090280170010 420110070240010 430050300020010 400260530050010 420140200100010",2,0,0,,
"1410","δύναμαι",2,,,"410030260110010 410030230090010 410030250080010 410030240080010 400260090010010 420200360050010 400260420110010 430030090070010",2,0,0,,
"1410","δύναμαι",1,"able",,"420160130240010 410090230080010 410010400160010 590010210150010 420030080210010 660050030030010 400200220200010 580050070140010 410100390050010 580020180070010 460100130290010 430100290120010 460100130190010 460060050130010 400220460030010 400100280190010 550030150100010 410100380100010 410050030130010 580070250070010 450150140200010 410040330100010 490060130090010 660060170120010 490030200030010 550030070090010 400030090150010 400200220100010 660130040220010 650010240030010 490060160100010 440240080030010 590040120080010 440200320150010 480030210160010 420210150100010 470130080030010 400100280130010 420190030100010 410020040030010 460030020130010 460030020080010 400190120300010 660150080180010 660030080130010 470010040110010 660090200460010 460070210090010 430090330080010 410060050030010 620030090180010 420120260050010 420160260200010 460020140170010 440240110010010 450160250030010 490030040030010 410090390190010 410030200120010 470030070160010 430050190130010 440210340100010 460030010040010 580050020020010 580090090160010 410140070110010 430070340130010 400060240020010 430030050160010 420180260070010 430060520090010 540060070110010 580100010260010 460100210100010 440040160220010 460140310010010 430050440020010 420060420020010 410140050010010 440170190100010 440260320070010 520020070010010 410010450140010 410150310160010 430150040110010 440040200020010 440270150070010 420010200070010 430140170090010 580040150060010 580030190050010 430120390040010 410070150100010 430090160230010 540050250140010 400050360090010 440240130030010 410090290090010 460030110050010 540060160140010 420090400110010 400270420050010 440130380190010 400120340040010 430080210210010 430030030160010 410030270030010 400090150070010 430070070020010 430150050230010 660140030190010 440100470040010 430030020180010 450080080090010 410020190280010 430110370070010 420140270120010 430090040160010 430070360200010 400050140080010 440190400150010 420080190130010 660070090120010 400070180020010 430060600150010 420140330140010 430030040070010 420120250060010 410070180200010 420060390070010 430060650090010 620040200300010 400060270060010 420160020190010 550020130100010 420160130030010 430140050100010 400080020110010 420130110140010 430130360140010 410090280160010 400170160090010 410020190070010 590030080060010 420050210170010 430030040130010 400170190140010 590030120020010 410080040100010 490060110080010 450080390090010 410090030150010 430060440020010 420050340080010 430080220150010 430080430110010 410020070070010 590020140160010 430100350140010 460120030150010 580100110170010 400120290030010 410100260100010 400190250100010 440150010190010 400060240230010 460150500130010 430130330200010 420050120290010 440270310190010 460120210020010 590040020100010 430100210110010 420140260340010 440250110240010 440270430150010 410070240180010 520030090040010 440080310070010",2,0,0,,
"4833","συμμορφίζω",1,"conform",,"500030100160010",2,0,0,,
"2734","κατοπτρίζω",1,"a mirror behold as in",,"470030180090010",2,0,0,,
"3132","μαντεύομαι",1,"fortune tell",,"440160160220010",2,0,0,,
"4869","συναιχμάλωτος",1,"fellow prisoner",,"570010230050010 510040100050010 450160070090010",3,0,0,,
"4075","πετρώδης",1,"rocky place",,"400130200050010 400130050060010 410040160070010 410040050060010",3,0,0,,
"0316","ἀναγκαῖος",3,"press",,"560030140110010",3,0,0,,
"0316","ἀναγκαῖος",2,"close",,"440100240200010",3,0,0,,
"0316","ἀναγκαῖος",1,"necessary",,"440130460110010 460120220110010 580080030130010 500020250010010 470090050010010 500010240070010",3,0,0,,
"0391","ἀναστροφή",3,"conduct",,"580130070170010",1,0,0,,
"0391","ἀναστροφή",2,"way of life",,"490040220060010 600010180130010 480010130050010",1,0,0,,
"0391","ἀναστροφή",1,"conduct",,"610020070110010 540040120140010 610030110110010 600020120020010 600010150120010 590030130110010 600030010190010 600030160210010 600030020060010",1,0,0,,
"4129","πληθύνω",2,"increase",,"400240120040010 440060010060010 440090310280010",2,0,0,,
"4129","πληθύνω",1,"multiply",,"440060070080010 440070170180010 580060140090010 610010020050010 650010020070010 470090100130010 580060140080010 600010020190010 440120240080010",2,0,0,,
"1859","ἑορτή",1,"feast",,"510020160140010 400260050060010 410140020060010 430130290200010 430110560220010 430040450260010 430050010040010 430070110080010 420020410110010 430070020050010 430070080050010 430120120100010 430070100090010 430070080110010 430020230120010 420220010040010 430070370090010 420020420120010 430120200120010 430070140040010 430130010040010 430060040070010 430040450190010 400270150030010 410150060030010",1,0,0,,
"4693","σπήλαιον",2,"cave",,"430110380130010 660060150270010 580110380130010",1,0,0,,
"4693","σπήλαιον",1,"den",,"400210130150010 420190460150010 410110170220010",1,0,0,,
"3940","παροικία",1,"stay",,"600010170160010 440130170170010",1,0,0,,
"0965","Βηθλέεμ",1,"bethlehem",,"430070420120010",1,0,0,,
"2140","εὐποιί̈α",1,"do good",,"580130160030010",1,0,0,,
"1439","ἐάω",5,"leave",,"440270400050010",2,0,0,,
"1439","ἐάω",4,,,"440270320100010",2,0,0,,
"1439","ἐάω",3,"stop",,"420220510060010",2,0,0,,
"1439","ἐάω",2,"allow",,"440190300090010 400240430190010",2,0,0,,
"1439","ἐάω",1,"allow",,"440280040310010 420040410200010 460100130140010 440230320040010 440160070130010 440140160060010",2,0,0,,
"0338","ἀναίτιος",1,"innocent",,"400120070150010 400120050190010",3,0,0,,
"0042","ἁγιωσύνη",1,"holiness",,"470070010160010 450010040090010 520030130090010",1,0,0,,
"2789","κιθαρίζω",2,"play",,"660140020230010",2,0,0,,
"2789","κιθαρίζω",1,"harp",,"460140070220010",2,0,0,,
"0211","ἀλάβαστρος",1,"alabaster",,"410140030170010 400260070050010 420070370200010 410140030240010",1,0,0,,
"1532","εἰστρέχω",1,"run in",,"440120140140010",2,0,0,,
"5485","χάρις",7,"gracious",,"420040220110010",1,0,0,,
"5485","χάρις",6,"benefit",,"470010150120010",1,0,0,,
"5485","χάρις",5,"gift",,"460160030130010 470080190140010",1,0,0,,
"5485","χάρις",4,"credit",,"420060340100010 420060330100010 420060320090010",1,0,0,,
"5485","χάρις",3,"thanks",,"470090150010010 450060170010010 470020140040010 450070250010010 470080160010010 460150570040010 420170090030010 540010120010010 550010030010010 460100300030010",1,0,0,,
"5485","χάρις",2,"favor",,"470080040070010 440250090070010 440020470060010 440240270120010 420020520100010 600020200160010 600020190030010 440070100120010 440070460030010 440250030020010",1,0,0,,
"5485","χάρις",1,"grace",,"520050280020010 440110230060010 490040290200010 560020110040010 490030070080010 460030100030010 470130130020010 460010030010010 470010120260010 430010140210010 440150400080010 440150110040010 590040060040010 470090140110010 450060010090010 470080090040010 480010060110010 470080010060010 450050210120010 660220210020010 450160200160010 490010060050010 610030180040010 440130430250010 600050050190010 450050200150010 480050040090010 480060180020010 530010120170010 450150150120010 450110060090010 580120150070010 570010030010010 460160230020010 490010070180010 450060140130010 490020070120010 450060150110010 510010060260010 450110060120010 440180270240010 450050150220010 510010020100010 510040180120010 440040330140010 430010160120010 520010010160010 530020160250010 600050120180010 450040160070010 480020210040010 650010040170010 570010250020010 580100290260010 600010020150010 440140030160010 560030150140010 500010020010010 470010020010010 420020400100010 450010070100010 610010020010010 440060080040010 580040160080010 490030080080010 500010070340010 480010030010010 470120090070010 490040070070010 600040100130010 600050100050010 600010130150010 450120060060010 630010030040010 460150100090010 450050170190010 530010020010010 470040150080010 540010020060010 480010150170010 550010020040010 450030240050010 440140260090010 580130250020010 540060210090010 550020010080010 470090080060010 600010100130010 550040220080010 450120030050010 450050150290010 490060240020010 560010040070010 530030180020010 430010160100010 450050020110010 590040060140010 480020090040010 440200240270010 560030070050010 440200320120010 490030020070010 660010040090010 450010050040010 500040230020010 580040160130010 460010040100010 430010170080010 550010090180010 470060010090010 490010020010010 540010140040010 600030070170010 460150100270010 510040060060010 450110050110010 470080060160010 470080070260010 580020090200010 460150100010010 490020080030010 580130090090010 490020050100010 450110060030010 580120280060010 450040040090010 510030160220010",1,0,0,,
"3856","παραδειγματίζω",1,"hold up to contempt",,"580060060140010",2,0,0,,
"1389","δολόω",1,"distorting",,"470040020120010",2,0,0,,
"0405","ἀνδραποδιστής",1,"kidnappers",,"540010100030010",1,0,0,,
"0176","ἀκατάγνωστος",1,"beyond reproach",,"560020080030010",3,0,0,,
"4573","σεβάζομαι",1,"worship",,"450010250110010",2,0,0,,
"1730","ἔνδειγμα",1,"clear evidence",,"530010050010010",1,0,0,,
"2841","κοινωνέω",3,"contribute",,"450120130050010",2,0,0,,
"2841","κοινωνέω",2,"have in common",,"580020140050010",2,0,0,,
"2841","κοινωνέω",1,"share",,"500040150180010 540050220060010 450150270120010 480060060010010 600040130030010 630010110060010",2,0,0,,
"3556","νοσσίον",1,"chick",,"400230370240010",1,0,0,,
"1606","ἐκπνέω",1,"breathe his last",,"410150370070010 410150390120010 420230460190010",2,0,0,,
"0987","βλασφημέω",5,"slanderously report",,"450030080040010",2,0,0,,
"0987","βλασφημέω",4,"revile",,"610020100180010 610020120150010",2,0,0,,
"0987","βλασφημέω",3,"hurl abuse",,"400270390040010 420230390060010 410150290040010",2,0,0,,
"0987","βλασφημέω",2,"slander",,"560030020020010 600040040130010 460100300060010 450140160020010 560020050150010",2,0,0,,
"0987","βλασφημέω",1,"blaspheme",,"400090030100010 440260110100010 540010200130010 400260650090010 660160110020010 590020070030010 410020070050010 660160090080010 660130060110010 410030290040010 440180060050010 430100360130010 450020240080010 420220650040010 650010100070010 650010080140010 540060010220010 660160210140010 440130450150010 420120100190010 410030280180010 440190370090010 610020020130010",2,0,0,,
"4472","ῥαντίζω",1,"sprinkle",,"580090190360010 580090130110010 580090210140010 580100220080010",2,0,0,,
"0726","ἁρπάζω",7,"snatching",,"650010230060010",2,0,0,,
"0726","ἁρπάζω",6,"steal",,"400120290150010",2,0,0,,
"0726","ἁρπάζω",5,"take away",,"440230100180010",2,0,0,,
"0726","ἁρπάζω",4,"take by force",,"430060150080010 400110120170010",2,0,0,,
"0726","ἁρπάζω",3,"snatch away",,"440080390090010 400130190140010",2,0,0,,
"0726","ἁρπάζω",2,"snatch",,"430100280150010 430100290130010 430100120260010",2,0,0,,
"0726","ἁρπάζω",1,"catch up",,"470120020220010 470120040020010 660120050150010 520040170100010",2,0,0,,
"3671","ὁμολογία",1,"confession",,"470090130140010 580030010130010 580040140150010 580100230030010 540060130200010 540060120180010",1,0,0,,
"0413","ἀνέκλειπτος",1,"inexhaustible",,"420120330140010",3,0,0,,
"5155","τρίχινος",1,"make of hair",,"660060120200010",3,0,0,,
"1091","γεώργιον",1,"field",,"460030090060010",1,0,0,,
"0916","καταβαρύνω",1,"fall shut",,"410140400120010",2,0,0,,
"3987","πειράω",1,"try",,"440260210100010",2,0,0,,
"5113","τολμητής",1,"dare",,"610020100130010",1,0,0,,
"4423","πτόησις",1,"alarming",,"600030060170010",1,0,0,,
"5334","φάσις",1,"report",,"440210310060010",1,0,0,,
"2221","ζωγρέω",2,"catch",,"420050100280010",2,0,0,,
"2221","ζωγρέω",1,"capture",,"550020260080010",2,0,0,,
"2669","καταπονέω",1,"oppress",,"440070240100010 610020070040010",2,0,0,,
